;Low-FVB-youngest;Low-FVB-middle;Low-FVB-oldest;Low-DUHi youngest;Low-DUHi-middle;Low-DUHi-oldest;Up-FVB-youngest;Up-FVB-middle;Up-FVB-oldest;Up-DUHi-youngest;Up-DUHi-middle;Up-DUHi-oldest;baseMean;log2FC;padj;
Serac1;685,9127195;718,1789644;720,1959618;715,2201692;797,1193157;760,3421868;822,470761;666,9141831;794,0875196;843,0671846;815,7180025;753,377798;757,7170638;0,089027258;0,409656291;
Serbp1;27444,6341;31204,20211;26788,63875;30520,37951;28845,15499;29690,3349;27252,72751;27807,42181;25896,66455;27718,12464;29213,76507;25412,74519;28149,5661;0,042749478;0,668117378;
Serf1;1356,251902;1341,049997;1242,669413;1380,340375;1348,140047;1319,296443;1533,749123;1517,471402;1465,82674;1325,310778;1409,360235;1278,202781;1376,472436;-0,068867803;0,471344355;
Serf2;13136,61665;12011,68759;12275,36461;13940,74675;13384,16152;11932,57738;14402,94559;13522,80537;13748,89014;14309,2327;13323,68208;13956,53533;13328,77048;0,03164348;0,775591688;
B330016D10Rik;178,7571154;147,2940772;183,3627755;138,206796;108,0432807;135,6286063;186,2031444;203,8525566;215,2859498;140,8930213;133,0726402;148,1360839;159,8946706;-0,467275652;0,000844459;
Tec;209,2270783;262,8188436;271,7303782;160,6654003;164,4658829;212,3478179;217,0899219;216,154004;257,6372841;143,1839648;158,1317738;198,9255983;206,0314957;-0,467697033;0,001238836;
Serinc1;7380,502115;8614,296748;7615,07816;7744,76333;7464,590218;7537,662543;7126,02081;7879,955724;7697,355023;7117,961257;7989,543063;7051,277592;7601,583882;-0,044218556;0,622887458;
Serinc2;3621,862918;2768,743568;3376,747017;3401,614766;3511,406624;3741,431553;4299,439429;3936,463163;4048,081711;4407,775172;3341,505843;4272,667905;3727,311639;0,040137826;0,859407043;
Serinc3;5680,278187;7564,946786;6265,263029;5951,530152;6052,824683;5733,391084;5698,16921;6655,083034;6591,514626;5627,702552;6403,040677;6559,254171;6231,916516;-0,081751101;0,490672319;
Serinc4;24,37597029;26,95577883;45,28839637;33,68790652;32,41298422;19,17980291;51,18380272;28,11759402;45,88061224;32,07320811;36,29253825;22,22041258;33,13908392;-0,312728184;0,481200336;
Hbb-bs;29527,42534;35177,29137;42457,3193;31058,52223;24217,30114;24620,01701;29941,64211;23559,02909;27213,08519;15510,83254;19219,49133;21064,95113;26963,90898;-0,469429581;0,017545045;
Serp1;7165,858154;8926,213617;6866,162727;9261,582916;8597,844185;6781,430314;6398,85782;7448,526391;6337,406619;7739,9524;8145,082513;6996,255618;7555,431106;0,139575175;0,339437969;
Serp2;179,4342257;114,56206;143,5973543;120,9309465;187,2750199;128,7786767;155,3163669;120,3784494;83,5262428;108,8198132;128,7521;100,5209141;130,9910141;-0,047427515;0,917117919;
Thnsl2;149,6413731;145,3686644;153,5387096;107,1102669;126,0504942;116,4488034;175,6133921;178,3709871;159,9939299;99,65603949;116,6545872;130,1481308;138,2162815;-0,469493553;0,000316392;
Dnaaf3;139,4847189;143,4432516;125,9238338;76,01373779;91,23654818;104,1189301;180,9082682;123,0144738;151,7589482;114,5471718;95,05188589;144,9617392;124,2052923;-0,469741949;0,024345747;
Kif2c;4925,300219;5099,45573;5110,961219;2938,622;3193,279186;4838,790277;4799,805224;5135,854282;4726,879487;3109,955715;3465,073295;3964,756473;4275,727759;-0,470715535;0,000102176;
Rad51c;683,2042783;718,1789644;649,5018796;443,9893321;493,3976487;509,634763;669,8018322;692,3957527;648,2107012;481,0981217;551,3009382;453,9312856;582,8871248;-0,470819269;3,45E-11;
Serpinb1a;27,76152172;28,8811916;24,30109073;20,7310194;34,81394601;23,28976068;22,94446329;24,60289477;72,93840921;30,92773639;19,01037718;38,09213585;30,69121224;-0,264001045;0,66735803;
Serpinb1b;178,7571154;178,1006815;157,9570898;103,655097;96,03847177;128,7786767;103,2500848;82,59543243;104,70191;85,91037887;101,1006423;71,95181217;116,0664494;-0,45913722;0,125388388;
Serpinb2;10,83376457;10,58977025;16,5689255;12,95688712;27,61106063;32,87966213;7,942314216;9,665422944;8,234981685;8,018302028;11,2334047;9,523033963;13,83812748;0,659285763;0,304926875;
Ccdc27;54,84593315;58,72508958;57,43894174;45,78100117;40,8163505;50,68947912;63,53851373;57,11386285;72,93840921;34,36415155;47,52594294;42,32459539;52,17518924;-0,470993515;0,026934904;
Col9a3;808,4696812;635,3862152;709,1500114;468,1755214;426,1707185;613,7536931;856,0049766;834,7410724;791,7346677;632,3003885;586,7293683;620,0553225;665,2226364;-0,471069827;0,000371559;
Tmco4;318,9189446;313,842282;331,37851;229,7687983;234,0937749;246,597466;359,1690984;386,6169178;331,7521193;274,9132124;253,1836597;233,8433895;292,8398477;-0,473045422;4,52E-07;
Serpinb8;312,1478417;473,6515422;473,8712693;488,9065408;519,8082284;384,9660441;360,9340571;470,9696998;476,4525118;386,0239691;363,7894905;426,4202986;428,1617911;0,003924687;0,990605964;
Serpinb9;337,2009223;345,6115928;330,273915;228,0412134;302,5211861;343,8664664;342,4019906;390,131617;365,868472;309,2773639;383,6639758;337,5386483;334,6997803;-0,14957323;0,39601625;
Serpinc1;601,2739337;1007,953587;522,4734508;629,7047142;675,870745;423,3256499;601,8509217;859,3439672;625,858608;575,0268026;852,8746488;414,7810348;649,1948386;-0,239180159;0,439675951;
Serpind1;10,15665429;13,47788941;13,2551404;12,95688712;10,80432807;9,589901455;7,059834858;5,272048879;12,9406855;9,163773746;9,505188589;9,523033963;10,30878052;0,010835847;0,99069294;
Serpine1;274,2296657;276,296733;231,964957;349,8359523;294,1178198;328,7966213;271,8036421;270,6318424;229,4030612;273,7677407;263,5529563;269,8192956;277,8516906;0,190882368;0,169050857;
Proz;92,08699886;88,56898757;71,79867717;54,41892592;79,23173921;54,79943688;82,07058023;79,95940799;71,76198325;46,96434045;66,53632012;49,73139959;69,82739977;-0,473905414;0,022189886;
Serpine3;11,51087486;17,32871496;6,6275702;15,54826455;13,20528987;6,84992961;6,177355501;9,665422944;9,41140764;19,47301921;19,01037718;16,92983816;12,64483872;0,593240451;0,289500221;
Serpinf1;4350,433586;4836,636886;4909,924923;5174,980717;5138,058239;4375,735035;4750,38638;4531,326011;5124,51146;4839,61801;4381,027831;5357,235662;4814,156228;0,038703176;0,744805482;
Ubald2;3434,303369;2888,11916;3265,182919;2197,488056;2080,433395;2830,390915;3755,832145;3628,926978;3243,406358;2427,254571;2128,298136;2897,118555;2898,06288;-0,474088862;1,56E-05;
Serpinh1;45461,18458;41114,30165;46463,68548;51820,63815;54205,31395;43005,22808;44348,11762;45520,62737;44664,18781;46045,67213;41430,52473;57422,83668;46791,85985;0,135550807;0,233000404;
Serpini1;130,6822851;90,49440034;80,63543744;64,78443562;151,260593;97,26900047;87,36545637;94,018205;94,1140764;87,05585059;91,59545367;94,17222475;96,95395157;0,010371527;0,9831409;
Sertad1;644,608992;538,1528701;615,2594336;750,6356607;663,8659361;552,1043266;787,1715867;702,0611757;608,2122187;804,1211462;624,7501227;679,309756;664,1877688;0,065021843;0,74870087;
Sertad2;2812,716127;3130,721169;2896,248178;2375,429306;2606,244028;3035,888803;2699,504354;2775,733735;2789,305939;2466,200609;2728,853233;2583,916549;2741,730169;-0,115462135;0,189859683;
Mmaa;1033,270296;1038,760191;1029,482571;693,6253573;767,1072932;774,042046;979,5520866;1059,681825;1099,958268;707,9015219;825,2231911;722,6924663;894,2747594;-0,474153634;1,91E-15;
Sertad4;3313,100628;3836,384951;3650,686585;3145,068401;3082,834944;3923,639681;3740,829996;3711,52241;3601,039848;3667,800442;4075,13358;3591,241919;3611,606949;-0,024394345;0,877554505;
Mamstr;538,9797875;632,498096;666,0708051;335,1514803;454,98226;537,0344815;690,0988574;655,4914106;749,3833333;507,4439712;423,4129462;575,6144973;563,8468272;-0,474169977;0,001394104;
Sesn1;1870,178609;2037,086714;2049,023787;2148,251885;2079,232914;2119,368221;1983,813595;2099,154128;2092,861774;2006,86645;2149,900837;2005,127707;2053,405552;0,046046486;0,497717979;
Sesn2;1029,207634;906,8694162;1054,888257;1141,069859;1104,442425;1074,068963;985,7294421;992,023864;1035,25484;1191,290587;981,6267488;973,465694;1039,161478;0,106614901;0,255857884;
Sesn3;9111,196005;8810,68885;10884,67946;9977,666877;9273,71493;11239,3645;10551,80568;9405,335199;12415,99953;9539,48847;9366,9313;11057,30055;10136,18095;-0,017088812;0,933374757;
Sestd1;3418,052722;3371,397766;3255,241563;3481,947466;3292,919101;3764,721314;2943,068657;2670,292757;3049,296075;3382,577984;3504,822265;3468,500592;3300,236522;0,159300147;0,055271262;
Set;26612,46556;31031,87767;25540,44636;29806,88693;27979,60827;27875,10356;26080,79493;26905,90145;24343,78229;26326,3765;29441,8896;23383,28084;27110,70116;0,038125265;0,780159357;
Setbp1;2582,49863;2667,659397;2985,720375;2262,272492;2176,471866;2748,19176;2795,694604;2155,389316;2586,960675;2618,548348;2340,868717;2882,304946;2566,881761;-0,069969883;0,660044219;
Clybl;308,08518;293,6254479;333,5877001;240,134308;246,0985839;198,6479587;333,5771971;328,6243801;308,2236002;249,7128346;228,1245261;204,2161728;272,7214908;-0,476396229;2,87E-07;
Setd1b;4351,110696;3632,291197;4486,865026;4156,569389;4553,424043;4944,279193;4900,407871;4429,399733;5010,398142;5128,276883;3984,402235;5947,663768;4627,090681;0,098858851;0,566403874;
Setd2;7715,671706;7524,513118;8362,888998;7936,525259;7487,399355;8904,908493;7852,301321;7665,559069;8158,513998;7971,337687;7907,452798;8731,564029;8018,219653;0,049774278;0,548012475;
Setd3;4976,7606;5372,864344;4818,243536;5194,847944;5175,273147;4993,598686;4941,884401;4957,483295;4713,938802;5216,478205;5681,510452;4811,248381;5071,177649;0,061465205;0,402244462;
Setd4;649,348764;601,6914916;621,8870038;632,2960916;711,885172;621,9736086;641,5624928;641,4326136;691,7384615;713,6288805;667,0914173;642,2757351;653,0676444;0,052174982;0,604240603;
Setd5;17606,22165;19117,42343;18456,67841;17818,31117;18579,84284;18629,06857;17626,64268;18425,81083;18244,01371;18355,03881;18824,59395;17976,31378;18304,99665;0,009352394;0,881699954;
2410131K14Rik;2625,833688;2742,750496;2813,40355;2058,417468;2172,870424;1857,70091;2943,068657;2788,913857;2841,068681;2037,794187;1966,70993;1940,582699;2399,092879;-0,476544004;2,30E-23;
Depdc1b;738,7273217;847,1816202;804,1451843;434,4876149;484,9942824;780,8919756;840,1203482;898,005659;795,2639456;521,1896318;577,2241798;743,854764;705,5072106;-0,476583947;0,00321833;
Setdb1;7958,077188;8287,939282;8129,819446;8301,909476;8430,97734;8413,083547;7726,106773;7959,036457;8079,693459;8167,213351;9084,367967;8153,833302;8224,338132;0,070920152;0,129554646;
Setdb2;467,8832074;543,9291084;435,2104432;453,4910493;482,5933206;457,575298;441,2396787;436,7013821;409,3962323;428,4064226;503,7749952;417,9553795;456,5130431;0,00429424;0,983014745;
Setmar;245,7910337;281,1102649;252,9522626;231,4963833;261,7048356;230,1576349;240,0343852;255,6943706;289,4007849;215,348683;260,9606322;213,7392067;248,1992065;-0,14192145;0,286343201;
Setx;4640,236788;4311,961906;4789,524065;4699,031063;3984,396097;5359,384927;4716,852165;4273,874291;4692,763134;4580,741401;4473,487393;4541,429086;4588,640193;0,010989521;0,943431312;
Sez6;186,8824389;4,813531933;7,732165234;8,637924749;152,4610739;8,219915532;60,0085963;12,30144738;11,76425955;9,163773746;12,09751275;9,523033963;40,30047283;-0,508204378;0,809590796;
Sez6l;123,9111823;66,42674068;69,5894871;22,45860435;80,4322201;38,35960582;78,5406628;59,74988729;75,29126112;68,7283031;50,1182671;52,90574424;65,54266383;-0,607295096;0,118776732;
Sez6l2;194,330652;77,97921732;74,00786724;74,28615284;148,8596312;83,56914125;114,7223165;91,38218056;91,76122449;72,16471825;83,81848119;71,95181217;98,23611625;-0,278050313;0,532818566;
Sf1;7967,556732;7395,510462;7567,580574;8409,019743;8589,440819;8319,924505;8080,863475;8167,282388;7647,945133;8500,545621;7677,600056;8791,876578;8092,92884;0,10241972;0,059496264;
Sf3a1;9042,130756;8906,959489;8814,668366;9614,010245;9230,497618;9844,718836;9364,87094;9357,008085;8471,443302;10121,3881;8953,887651;10094,416;9317,999949;0,100293755;0,069707054;
Sf3a2;3846,663533;2731,198019;3356,864306;3595,10428;3571,430669;3698,96199;4102,646532;3822,235437;3653,979016;4108,807053;3142,760991;4494,872031;3677,126988;0,07150285;0,70626929;
Sf3a3;4632,788575;4905,951746;4510,061521;4909,796427;4791,11926;4897,699671;4332,091165;4639,403013;4277,484772;4508,576683;5078,363031;4367,898245;4654,269509;0,064829596;0,399357724;
Sf3b1;22276,25129;22664,03375;23618,451;22713,42313;20422,58102;24628,23692;22114,93269;20886,10031;22403,85589;22144,25926;23126,98794;22872,21135;22489,27705;0,020817564;0,82689576;
Sf3b2;15887,71574;15963,5973;15424,56505;15976,70562;16530,62195;16898,77635;16336,45786;16426,82563;15679,40513;16487,91991;16790,48359;17492,75528;16324,65245;0,065443392;0,094498655;
Sf3b3;16140,27788;15551,55897;15456,5983;17085,81515;15611,05359;17404,30115;14868,89469;15718,61373;14551,21264;15881,96537;15484,81632;16734,0869;15874,09956;0,089400242;0,112629271;
Sf3b4;4913,112233;4033,73976;4671,332396;5037,637713;4888,358213;4952,499108;4989,538286;4969,784743;4433,949424;5432,97236;4407,815181;5510,66232;4853,450145;0,10953503;0,280202968;
Tacstd2;1319,687947;1145,6206;1135,523694;792,0976995;822,3294145;1202,84764;1178,992421;1158,972078;979,9628205;715,9198239;670,5478495;776,6563255;991,5965262;-0,477082373;0,001569008;
Sf3b6;2612,291482;2897,746224;2433,422859;2608,653274;2559,425273;2374,185603;2281,209139;2386,480792;2214,033647;2336,762305;2745,271286;2025,23189;2456,226148;-0,017082995;0,931441301;
Gm20594;677,787396;831,778318;711,3592015;462,1289741;503,0014959;445,2454247;548,0196809;559,7158559;447,0418629;336,7686852;573,7677475;390,4443925;540,5882529;-0,477215864;0,01429855;
Sfmbt1;1708,349251;1792,559292;1596,139823;1621,338475;1644,658829;1616,583388;1360,783169;1292,53065;1350,536996;1531,495687;1583,045954;1379,78181;1539,816944;0,042579259;0,81112343;
Sfmbt2;377,1504292;363,9030141;463,929914;461,2651816;453,7817791;389,0760019;348,5793461;311,0508838;390,573417;368,8418933;375,8870033;365,0496353;389,0907082;0,101059192;0,573637195;
Sfn;4405,279519;3765,144678;4042,817822;3976,036762;3908,765801;5099,087602;4559,770839;4330,109479;3465,750863;4139,73479;3433,101297;3572,195851;4058,149609;-0,026860134;0,901505573;
Sfpq;25030,73593;25244,08687;25537,13258;27518,70066;24693,89205;28909,44293;23938,13505;24306,78135;24084,96858;25690,6397;25352,06618;26815,80553;25593,53228;0,101810507;0,068496999;
Sfr1;6909,910466;8699,977616;7595,19545;7419,977359;7332,537319;7245,855542;7374,879989;7872,926325;7584,418132;7501,694283;8219,395805;7120,05506;7573,068612;-0,03766155;0,721232996;
Sfrp1;8291,892559;10138,26096;10798,52105;10620,32848;11199,28629;8637,761239;9640,204499;8945,788272;8356,153558;9349,340164;9512,101453;11120,78744;9717,535496;0,105833522;0,427931594;
Tmprss13;606,0137057;635,3862152;727,928127;413,7565955;372,1490781;713,7626654;592,1436488;615,0723692;581,1544218;368,8418933;388,8486241;445,4663665;538,3769759;-0,478086372;0,009064765;
Tbx1;3034,13119;2030,347769;3519,239776;2331,37589;1917,167993;2901,630183;3415,195113;3903,952195;3478,691549;2294,379852;1764,508645;2695,018612;2773,803231;-0,479431458;0,009468844;
Sfrp5;153,7040349;125,1518303;178,9443954;164,9843627;166,8668447;176,7281839;181,7907476;188,03641;235,285191;218,7850982;146,8983691;229,61093;180,5655331;0,056389455;0,870766955;
Sfswap;8021,048445;7094,183363;8288,88113;7556,45657;8116,451345;7708,910784;8889,214566;8332,473252;8298,508686;8406,61694;7667,230759;8476,558342;8071,377849;-0,029640946;0,783774405;
Sft2d1;1403,649622;1347,788941;1252,610768;1535,82302;1231,6934;1276,826879;1249,59077;1193,240396;1247,011512;1365,402288;1314,308349;1282,43524;1308,365099;0,058001706;0,604063438;
Sft2d2;2482,963418;2552,134631;2686,375121;2367,655174;2452,582473;2605,713224;2483,296911;2470,833574;2582,254971;2513,16495;2677,00675;2249,552245;2510,294453;-0,03717591;0,667217858;
Sft2d3;509,1869349;461,1363592;502,5907402;513,9565225;484,9942824;490,4549601;515,3679447;564,10923;523,50955;499,4256692;538,3393173;510,0113745;509,4235737;-0,016129491;0,910076743;
Sftpb;12,18798514;12,51518303;6,6275702;11,22930217;7,202885382;13,69985922;11,47223165;16,69482145;12,9406855;12,6001889;13,82572886;8,464919078;11,62178005;-0,117793609;0,877708466;
Sfxn1;2692,190496;2718,682836;2501,907751;2825,465185;2801,922414;2722,162027;2589,194434;2602,634796;2485,788043;2772,041558;2795,389553;2669,623854;2681,416912;0,088510625;0,050936343;
Wnt10b;2531,715358;2389,437252;2637,77294;1540,141983;1576,231418;2249,516884;2159,426987;2318,822832;1808,166693;1310,419646;1411,088451;1848,526704;1981,772262;-0,479679163;0,001626096;
Sfxn3;2542,549123;2612,785133;2373,774727;2568,055028;2481,394014;2076,898658;2458,587489;2606,149496;2543,432915;2419,236269;2434,192387;2174,426088;2440,956777;-0,095980925;0,245354168;
Adcy7;3240,649828;3027,711586;3723,589858;1997,088202;1906,363665;3504,423989;3483,146023;3563,026367;3875,147096;2024,048526;2561,216271;3000,813813;2992,268769;-0,480281464;0,004553574;
Sfxn5;409,6517229;407,2248015;408,7001623;426,7134826;454,98226;361,6762834;415,6477773;449,8815043;431,7483255;468,4979328;479,5799697;502,6045703;434,7423994;0,098128319;0,439760813;
Sgcb;1286,509543;1438,283342;1382,952982;1382,06796;1384,154474;1324,776387;1336,073747;1328,556317;1467,003166;1278,346438;1445,652774;1455,966082;1375,861934;0,00862413;0,943682748;
Sgcd;208,549968;115,5247664;185,5719656;182,2602122;105,6423189;269,8872266;247,09422;134,4372464;342,3399529;226,8034002;101,1006423;406,3161158;210,4606696;0,066828419;0,932133102;
Sgce;1304,791521;1703,990304;1538,700881;1562,600587;1637,455944;1506,984514;1418,144327;1492,868507;1642,290633;1531,495687;1494,042825;1428,455094;1521,818402;0,010972172;0,945562118;
Sgcz;31,14707314;25,99307244;35,34704107;23,32239682;19,20769435;39,72959174;37,94661236;43,93374065;45,88061224;54,98264248;70,85686039;57,13820378;40,45712846;0,275556523;0,619484611;
Sgf29;840,9709749;729,7314411;804,1451843;874,1579846;867,9476886;895,970793;858,6524147;815,4102265;662,3278126;924,3956766;801,8922737;879,2934693;829,5746617;0,150793839;0,113108752;
S100a16;1551,259665;1510,486321;1756,306103;1122,930217;1022,809724;1227,507386;1396,082343;1447,177417;1314,067792;986,2511494;1023,103935;1054,94054;1284,410216;-0,480283584;2,14E-08;
Cd9;4345,016704;4706,671524;4777,373519;3072,509833;2833,134917;4153,797316;4244,725709;4565,594329;4013,965358;2660,930802;3021,785863;3370,095908;3813,800148;-0,480285853;9,77E-06;
Sgk3;920,8699886;1064,753264;861,584126;869,8390222;824,7303763;998,7197372;973,3747311;995,5385632;1010,549895;1002,287753;1108,650633;922,6761796;962,7978558;-0,024359165;0,891076016;
Sgms1;1568,187422;1754,051036;1543,119262;1530,640265;1533,014106;1520,684374;1579,63805;1591,280086;1577,587206;1521,186442;1618,474384;1445,384933;1565,27063;-0,067572347;0,317920566;
Sgms2;870,7638275;1335,273758;648,3972846;1553,962662;1578,63238;563,064214;466,83158;1609,732258;1062,312637;602,5181238;671,4119576;1898,258103;1071,763232;0,196615794;0,80920797;
Rab39b;257,3019086;282,0729713;294,9268739;199,5360617;172,8692492;226,0476771;276,2160388;275,9038913;338,810675;185,5664184;243,6784711;203,1580579;246,3406912;-0,480477559;7,25E-05;
Duox1;209,9041886;180,9888007;210,9776514;90,69820986;116,446647;156,1783951;234,739509;232,8488255;234,108765;194,7301921;163,3164221;213,7392067;186,5564011;-0,480906926;0,043080719;
Sgpl1;7458,369797;7917,297324;7369,858063;8396,062856;8058,828262;7611,641783;7431,358668;7253,460582;7100,907064;7979,355989;8400,858496;7381,409436;7696,61736;0,10330043;0,066596603;
Endod1;3084,237352;3179,819195;3082,924738;1874,42967;1819,92904;2796,141267;2902,474606;3512,941903;2978,710518;1906,064939;2357,28677;2674,914429;2680,822869;-0,481294696;0,000165932;
Ephx1;147,6100423;153,0703155;181,1535855;109,7016443;104,441838;131,5186485;202,0877728;159,0401412;244,6965986;142,0384931;113,198155;176,7051858;155,438535;-0,481675402;0,024356248;
Sgsh;487,5194057;442,8449378;480,4988395;545,0530516;555,8226553;601,4238198;554,1970364;519,2968145;512,9217164;545,2445379;482,1722939;599,9511397;527,2455207;0,148699342;0,161575993;
Anxa8;563,3557577;603,6169044;500,3815501;303,1911587;337,3351321;642,5233975;645,9748896;576,4106774;455,2768446;361,969063;408,7231093;347,0616822;478,8183472;-0,482318267;0,019297278;
Sgsm2;1144,316383;907,8321226;1086,921513;1143,661237;1330,132834;987,7598498;1149,870603;1154,578704;1248,187938;1396,330025;1048,163069;1237,994415;1152,979058;0,094343566;0,570949914;
Sgsm3;1366,408557;1169,68826;1280,225644;1463,264452;1495,799198;1298,746654;1463,150774;1461,236214;1322,302773;1558,987009;1398,126831;1483,477069;1396,784453;0,109005479;0,262671856;
Sgta;6205,038659;5116,784445;5880,863958;5848,738847;6118,851132;5866,279718;6783,61882;6230,6831;6128,002799;6500,552001;5350,557067;6211,134374;6020,092077;-0,018231875;0,904475182;
Sgtb;616,17036;661,3792876;593,1675329;702,2632821;671,0688215;547,9943688;678,6266258;609,8003203;674,0920722;664,3735966;637,7117435;542,8129359;633,2884123;-0,022856758;0,895512108;
Sh2b1;5670,121533;5069,611832;5635,64386;5217,306548;5535,417416;5129,227292;5939,086075;5811,555214;5793,897828;5749,122554;5373,023877;5747,680054;5555,974507;-0,050589312;0,522926068;
Sh2b2;853,15896;720,1043772;878,1530515;873,2941921;822,3294145;768,5621023;1140,16333;1115,917013;888,201596;1097,361906;912,4981045;1052,82431;926,8806964;-0,017743755;0,952787987;
Sh2b3;3288,724658;3297,269374;3366,805662;3824,873079;3570,230188;3023,55893;3148,686347;2998,038462;2651,664102;3605,944969;3057,214293;2957,431103;3232,536764;0,095761696;0,46469671;
Sh2d1a;89,37855772;131,890775;114,8778835;121,794739;153,6615548;46,57952135;56,47867887;62,38591173;64,70342752;54,98264248;74,3132926;73,00992705;87,00474263;0,015695711;0,983796695;
Rassf2;1591,886282;1685,698883;1923,099953;1176,485351;1130,853005;1464,514951;1247,825811;1458,60019;1709,346913;894,613412;1039,521988;1170,275063;1374,393483;-0,48415221;0,000580579;
Sh2d4a;88,70144743;94,34522589;75,11246227;79,46890769;76,83077741;86,30911309;72,3633073;66,77928579;75,29126112;77,89207684;91,59545367;83,5910759;80,69003287;0,066683069;0,811554136;
Sh2d4b;77,19057257;63,53862152;72,9032722;60,46547324;51,62067857;82,19915532;75,01074537;67,65796061;76,46768707;72,16471825;82,09026509;70,89369728;71,01690393;-0,046656622;0,891398523;
Olfr731;230,8946074;200,2429284;220,9190067;184,8515896;146,4586694;165,7682966;249,7416581;174,8562878;221,1680795;151,2022668;143,4419369;135,4387053;185,415336;-0,484728133;0,000448925;
Sh3bgr;26,40730114;25,99307244;19,8827106;25,04998177;20,40817525;21,91977475;13,23719036;28,99626883;25,88137101;21,76396265;27,65145771;26,45287212;23,63701155;0,03567018;0,954878777;
Sh3bgrl;7422,482952;9985,190642;8352,947642;9019,721023;8350,54512;8030,857475;8607,703651;8991,479362;9142,006096;8903,751666;11318,95139;8910,385445;8919,668539;0,055131025;0,736347896;
Sh3bgrl2;1667,045524;1809,888007;1614,917939;1584,195399;1591,83767;1724,812276;1839,086981;1891,786873;1818,754526;1638,024557;1920,912203;1608,334625;1725,799715;-0,079396306;0,417354018;
Sh3bgrl3;2400,355963;1685,698883;2114,194894;2476,493025;2274,9113;2219,377194;2363,279719;2166,812089;2131,68383;2438,709288;1986,584415;2497,151128;2229,604311;0,110754652;0,418499957;
Sh3bp1;5468,342668;4408,232544;5176,132326;4929,663654;5205,28517;5148,407095;5530,498132;5451,29854;4878,638435;5460,463681;4511,508147;5740,27325;5159,06197;0,003349897;0,984619902;
Sh3bp2;1164,629691;1027,207715;1175,289116;1126,385387;1165,666951;1127,498414;1099,569279;1111,523639;1137,603898;1128,289642;1080,999175;1038,010702;1115,222801;-0,011502748;0,918992571;
Sh3bp4;3806,036916;3517,729137;3839,572336;2644,932558;2992,798876;4374,365049;3993,219092;4180,734761;4113,961564;3027,481751;3082,273427;3784,876943;3613,165201;-0,236947556;0,099201262;
Sh3bp5;2453,847676;2468,379175;2618,994824;2296,824191;2530,613731;2557,763717;2207,080873;2375,936695;2284,619205;2347,071551;2406,540929;2389,22341;2411,407998;0,011097737;0,924113726;
Sh3bp5l;2408,481286;2279,688724;2347,264446;2207,853566;2192,078118;2194,717447;2566,249971;2498,951168;2514,022266;2413,50891;2409,997361;2315,155368;2362,330719;-0,089199172;0,157088288;
Srbd1;1984,610248;1963,921029;2045,710002;1243,861164;1331,333315;1556,304007;1820,554914;1963,838207;1856,400157;1272,619079;1494,042825;1421,04829;1662,853603;-0,484921626;5,93E-13;
Sh3d21;262,7187909;266,6696691;309,2866093;321,3308007;342,1370557;239,7475364;287,6882705;311,9295586;308,2236002;413,5152903;350,8278697;346,0035673;313,3398849;0,209583103;0,196541614;
Sh3gl1;5470,373999;4830,860648;5134,157715;5610,332124;5824,733313;5289,515645;5307,230855;5468,872037;5162,15709;5663,212175;4962,572551;5688,425621;5367,703648;0,074118805;0,312750245;
Sh3gl2;295,2200846;355,2386567;294,9268739;329,1049329;349,339941;306,8768465;449,1819929;442,8521058;492,9224751;510,8803863;524,5135885;439,1176772;399,1812968;0,080222464;0,818872196;
Sh3gl3;383,2444217;356,2013631;382,1898815;403,3910858;445,3784128;335,6465509;355,639181;314,5655831;288,224359;343,6415155;318,8558718;283,5747891;350,8794179;0,032672515;0,901903295;
Sh3glb1;5548,918792;6472,275037;5916,210999;6167,478271;5852,344373;5773,120676;5338,117632;5442,511792;5560,965489;5710,176516;6192,198312;5718,052838;5807,69756;0,047457043;0,593597516;
Sh3glb2;2810,684796;2224,81446;2467,665305;2697,623899;2938,777236;2339,935955;2868,940391;2789,792532;2606,959916;2804,114766;2560,352163;2641,054752;2645,893014;0,019007406;0,909294724;
Sh3kbp1;1298,697528;1419,99192;1462,483824;1388,9783;1236,495324;1220,657457;1030,735889;1173,90955;1096,42899;1191,290587;1374,795913;1304,655653;1266,593411;0,045526381;0,799991196;
Sh3pxd2a;17109,89981;16803,07727;18177,21587;17826,9491;18469,3986;17883,79623;17709,59574;16968,08932;18365,18558;17232,47653;16068,95336;19565,60234;17681,68665;0,026039353;0,781677535;
Hbb-bt;9937,270554;11919,26777;13947,72149;10718,80082;7729,896496;8062,367151;9866,119215;7589,114361;9612,576478;5019,457069;6638,942175;6742,308046;8981,986802;-0,485231349;0,017766367;
Sh3rf1;2103,781658;2035,161301;2084,370828;2010,908882;1975,991557;2076,898658;1937,042189;2035,889542;1962,278493;2042,376074;1906,222366;2037,929268;2017,404235;-0,014658375;0,852722408;
Tctn1;2126,126297;1947,55502;2115,299489;1395,888639;1489,796793;1728,922234;2382,694265;2357,484524;2479,905913;1656,352105;1526,878931;1782,923581;1915,818983;-0,48563702;1,53E-08;
Sh3rf3;513,9267069;541,0409893;526,8918309;539,8702968;564,2260216;450,7253684;337,9895938;301,3854609;307,0471742;426,1154792;387,984516;355,5266013;437,7275033;0,107045874;0,752060385;
